SKU,Manufacturer_ID,Brand_Name,Product_Name,Long_Description,Short_description,Category,Subcategory,Product_Group,Thumb_URL,Image_URL,Buy_Link,Keywords,Reviews,Retail_Price,Brand_Page_Link,Brand_Logo_Image,Item_Based_Commission
WBSFHTR108,,,"TRUCKER CAP      ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> TRUCKER CAP </div>\r\n   <p class=""description"">Show your love of fishing from the river to the truck stop.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">100% preshrunk twill cotton front panels</span></li><li><span class=""nn4"">Nylon mesh back panels</span></li><li><span class=""nn4"">Terry sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4"">Black Trucker = black mesh</span></li><li><span class=""nn4"">Driftwood Trucker = tan mesh</span></li><li><span class=""nn4"">Navy Trucker = white mesh</span></li><li><span class=""nn4"">Orange Trucker = white mesh</span></li><li><span class=""nn4"">Desert Camo Trucker = tan mesh</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				trucker_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				trucker_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHTR108,,,14.95,,,
WBSFHSS106,,,"SOLAR SOMBRERO        ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> SOLAR SOMBRERO </div>\r\n   <p class=""description"">Our Solar Sombrero is made with 100% lightweight nylon with HT Teflon&reg; treatment and features a wide brim.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 50 offers maximum sun protection</span></li><li><span class=""nn4"">Bucket style with wide brim for full coverage</span></li><li><span class=""nn4"">Adjustable, removable chin strap</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				solar_sombrero.jpg,http://www.westbranchangler.com/site/images/items/325x325/				solar_sombrero.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHSS106,,,29.95,,,
WBSFHRH108,,,"SUNSHIELD HAT        ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> SUNSHIELD HAT </div>\r\n   <p class=""description"">The longest bill available with a removable mesh-lined sun sheet.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 50 offers maximum sun protection</span></li><li><span class=""nn4"">100% lightweight Nylon Tectel with HT Teflon&reg; water and stain resistant finish</span></li><li><span class=""nn4"">Longest hat bill available provides maximum sun blockage</span></li><li><span class=""nn4"">Removable mesh-lined sun sheet snaps securely to hat</span></li><li><span class=""nn4"">Hook and loop adjustable closure</span></li><li><span class=""nn4"">Coolmax&reg; sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				sunshield_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				sunshield_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHRH108,,,29.95,,,
WBSFHMF108,,,"MICROFIBER CAP        ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> MICROFIBER LONG BILL CAP </div>\r\n   <p class=""description"">Simms hats &amp; caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Classy stacked Simms/Tarpon logo</span></li><li><span class=""nn4"">100% Microfiber</span></li><li><span class=""nn4"">6-Panel style for comfortable fit</span></li><li><span class=""nn4"">Coolmax&reg; sweatband</span></li><li><span class=""nn4"">Long bill with dark underside</span></li><li><span class=""nn4"">Adjustable</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				microfiber_long_bill_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/				microfiber_long_bill_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHMF108,,,24.95,,,
WBSFHKC108,,,"KRIEGER CRUSHER         ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> KRIEGER CRUSHER </div>\r\n   <p class=""description"">Mel Krieger's signature style bucket hat.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 50 sun protection</span></li><li><span class=""nn4"">100% Nylon Tactel with Teflon&reg; HT durable water repellent finish</span></li><li><span class=""nn4"">Wrap-around brim for full sun coverage on face and ears</span></li><li><span class=""nn4"">Stowable - self storage pocket for travel and packing in a vest</span></li><li><span class=""nn4"">Easy-fit Lycra&reg; sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4"">One size fits most</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				hat_krieger_crusher.jpg,http://www.westbranchangler.com/site/images/items/325x325/				hat_krieger_crusher.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHKC108,,,19.95,,,
WBSFHGE106,,,"GORE-TEX EXSTREAM HAT       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> GORE-TEX&reg; EXSTREAM™ HAT </div>\r\n   <p class=""description"">This hat provides hardcore anglers with waterproof, breathable protection.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">3-layer Gore-Tex fabric offers 100% waterproof, breathable protection</span></li><li><span class=""nn4"">Fleece-lined interior provides insulation for cold weather</span></li><li><span class=""nn4"">Ear flaps may be worn up over cap or secured under chin to provide protection in extreme conditions</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				gore-tex-extreme_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				gore-tex-extreme_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHGE106,,,49.95,,,
WBSFHFS10,,,"FOREST SERVICE CAP       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FOREST SERVICE CAP </div>\r\n   <p class=""description"">A great fitting stretch twill cotton cap in a traditional design</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Easy-fit Lycra&reg; sweatband</span></li><li><span class=""nn4"">Dark under bill</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				forest_service_cap.jpg,http://www.westbranchangler.com/site/images/items/325x325/				forest_service_cap.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFS10,,,19.95,,,
WBSFHFM10564,,,WINDSTOPPER FOLDOVER MITT,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WINDSTOPPER&reg; FOLDOVER MITT </div>\r\n   <p class=""description"">100% windproof, warm.  The most hardcore hand protection we offer.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Redesigned for more anatomical, comfortable fit with less bulk between fingers.</span></li><li><span class=""nn4"">Durable, lightweight, quick-drying polyester fleece with DWR finish and WindStopper&reg; mebrane.</span></li><li><span class=""nn4"">Palm features Polartec&reg; ThermalPro&reg; nailhead offers superior durability and minimal water absorption.</span></li><li><span class=""nn4"">Fold over mitt, fold back thumb.</span></li><li><span class=""nn4"">Cuff provides good coverage and ease-of-entry with laminated pull tab</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				windstopper_foldover_mitt.jpg,http://www.westbranchangler.com/site/images/items/325x325/				windstopper_foldover_mitt.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFM10564,,,39.95,,,
WBSFHFH106,,,"FLATS HAT      ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FLATS HAT </div>\r\n   <p class=""description"">Lightweight and cool for comfortable wear in warm-weather fishing.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">UPF 50 offers maximum sun protection</span></li><li><span class=""nn4"">100% nylon with HT Teflon&reg; water &amp; stain resistant treatment</span></li><li><span class=""nn4"">Flat front hat style</span></li><li><span class=""nn4"">Long bill with dark underside</span></li><li><span class=""nn4"">Contrasting grograin</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				flats_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				flats_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFH106,,,24.95,,,
WBSFHFG40564,,,WIND STOPPER GLOVE HALF,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> WINDSTOPPER&reg; HALF-FINGER GLOVE </div>\r\n   <p class=""description"">Durable, lightweight, quick drying polyester fleece with DWR finish and WindStopper&reg; membrane</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Redesigned for more anatomical, comfortable fit with less bulk between fingers</span></li><li><span class=""nn4"">Palm features Polartec&reg; Thermal Pro&reg;</span></li><li><span class=""nn4"">Nailhead fleece offers superior durability and minimal water absorption</span></li><li><span class=""nn4"">Cuff provides good coverage and ease-of-entry with laminated pull-tab</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				windstopper_half_finger_gloves.jpg,http://www.westbranchangler.com/site/images/items/325x325/				windstopper_half_finger_gloves.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFG40564,,,34.95,,,
WBSFHFG30564,,,THERMAL PRO HALF-FINGER GLOVE,,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> THERMAL PRO&reg; HALF-FINGER GLOVE </div>\r\n   <p class=""description"">Redesigned for more anatomical, comfortable fit with less bulk between fingers.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Durable, lightweight, quick-drying polyester fleece with DWR finish</span></li><li><span class=""nn4"">Fastest drying glove in the line</span></li><li><span class=""nn4"">Palm features Polartec&reg; Thermal Pro&reg; nailhead fleece offers superior durability and minimal water absorption</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				thermal_pro_half_finger.jpg,http://www.westbranchangler.com/site/images/items/325x325/				thermal_pro_half_finger.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFG30564,,,24.95,,,
WBSFHFG10510,,,"FREESTONE GLOVE HALF   ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> FREESTONE&reg; HALF-FINGER GLOVE </div>\r\n   <p class=""description"">Economically priced protection</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">200 series fleece</span></li><li><span class=""nn4"">1/2 finger cut</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				freestone_half_finger.jpg,http://www.westbranchangler.com/site/images/items/325x325/				freestone_half_finger.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHFG10510,,,19.95,,,
WBSFHEB106,,,"EXSTREAM BALACLAVA        ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> EXSTREAM BALACLAVA </div>\r\n   <p class=""description"">The new ExStream Balaclava is made from 200 series fleece and offers full head and neck coverage.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">200 series fleece provides excellent insulation</span></li><li><span class=""nn4"">Full head and neck coverage</span></li><li><span class=""nn4"">Built-in brim</span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				extreme_balaclava.jpg,http://www.westbranchangler.com/site/images/items/325x325/				extreme_balaclava.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHEB106,,,29.95,,,
WBSFHCL10,,,"CLASSIC LOGO CAP       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> CLASSIC LOGO HAT </div>\r\n   <p class=""description"">Traditional ball cap with an authentic logo.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">100% preshrunk twill cotton</span></li><li><span class=""nn4"">Terry sweatband</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				classic_logo_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				classic_logo_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHCL10,,,16.95,,,
WBSFHAC108,,,"CLASSIC ADMIRAL CAP       ",,"<div style=""font-size: 15px; font-weight: bold; font-family: arial; color: rgb(165, 68, 19); padding-top: 23px; padding-bottom: 10px; padding-left: 33px;""> CLASSIC ADMIRAL CAP </div>\r\n   <p class=""description"">Simms hats &amp; caps - with varying bill lengths and sytles - provide crtical sun protection and better visibility.</p>\r\n    \r\n    \r\n    \r\n    \r\n     <ul id=""productdetails""><li><span class=""nn4"">Classic Simms embroidered logo</span></li><li><span class=""nn4"">100% Polyester twill fabric</span></li><li><span class=""nn4"">Terry sweatband</span></li><li><span class=""nn4"">Long bill with dark underside</span></li><li><span class=""nn4"">Adjustable</span></li><li><span class=""nn4""><span style=""font-style: italic;"" class=""nn4small"">Imported</span></span></li></ul>",Clothing,,,http://www.westbranchangler.com/site/images/items/120x120/				classic_admiral_hat.jpg,http://www.westbranchangler.com/site/images/items/325x325/				classic_admiral_hat.jpg,http://www.westbranchangler.com/cgi-bin/site/WBSFHAC108,,,29.95,,,
