code	store_id	order_number	session	username	shipmode	sku	UPC_No	quantity	price	subtotal	shipping	taxable	size	color	options	order_date	update_date	status	parent	affiliate	campaign	description
WBA32477-1		WBA32477	i6eQkJ4V	U00457		WBSFVG5-88-30		1	179.95	179.95					WBSFVG5-88-30	20090407	2009-04-07 03:50:52	pending				G3 GUIDE VEST TAUPO M
WBA32478-1		WBA32478	gissgLGt	U00458		WBSFPDL10-84300		1	89.95	89.95					WBSFPDL10-84300	20090407	2009-04-07 09:56:19	pending				DRY CREEK ROLLTOP LUMBAR BAG STERLING
WBA32479-1		WBA32479	ZAiJPsXn	U00459		WBSFWL210-615-38		1	199.96	199.96					WBSFWL210-615-38	20090407	2009-04-07 11:23:01	pending				L2 STOCKINGFOOT WADER ML
WBA32480-1		WBA32480	u2qQSXqq	U00460		WBSFVG5-80-60		1	179.95	179.95					WBSFVG5-80-60	20090407	2009-04-08 10:30:26	shipped				G3 GUIDE VESTSIMMS ORANGE XXL
WBA32481-1		WBA32481	rx9uIom9	U00461		WBORSI44KY-61-15		1	98.00	98.00					WBORSI44KY-61-15	20090408	2009-04-08 10:57:14	shipped				BBS FLY REEL II TITANIUM
WBA32482-1		WBA32482	cATe2Rrz	U00462		WBORSI44KY-61-00		1	98.00	98.00					WBORSI44KY-61-00	20090409	2009-04-09 18:32:59	pending				BBS FLY REEL II BLACK
WBA32483-1		WBA32483	X7TmRMad	U00463		WBSFCSW109-29-50		2	49.95	99.90					WBSFCSW109-29-50	20090409	2009-04-10 13:45:22	partial				TARPON POLO SS LT BLU XL
WBA32483-2		WBA32483	X7TmRMad	U00463		WBSFCSW109-13-50		2	49.95	99.90					WBSFCSW109-13-50	20090409	2009-04-10 13:21:49	partial				TARPON POLO SS LT GRN XL
WBA32483-3		WBA32483	X7TmRMad	U00463		WBSFCSW109-30-50		2	49.95	99.90					WBSFCSW109-30-50	20090409	2009-04-10 13:21:49	partial				TARPON POLO SS WHT XL
WBA32483-4		WBA32483	X7TmRMad	U00463		WBSFCSH10-807-50		1	34.95	34.95					color: 807, size: 50	20090409	2009-04-20 15:17:00	backorder				3XDRY SUPERLIGHT SHORT LT KHAKI XL
WBA32483-5		WBA32483	X7TmRMad	U00463		WBSFCSH10-717-50		1	34.95	34.95					color: 717, size: 50	20090409	2009-04-20 15:17:00	backorder				3XDRY SUPERLIGHT SHORT DK KHAKI XL
WBA32483-6		WBA32483	X7TmRMad	U00463		WBSFCSH109-07-50		1	49.95	49.95					WBSFCSH109-07-50	20090409	2009-04-20 15:17:00	backorder				SUPERLT SHORT OYS XL
WBA32483-7		WBA32483	X7TmRMad	U00463		WBSFCSH109-17-50		1	49.95	49.95					WBSFCSH109-17-50	20090409	2009-04-20 15:17:00	backorder				SUPERLT SHORT DK KHA XL
WBA32484-1		WBA32484	iDpyTNvI	U00464		WBSFCKS109-44-70		1	59.95	59.95					WBSFCKS109-44-70	20090412	2009-04-12 22:17:22	pending				GUIDE SHIRT KHA 3XL
WBA32485-1		WBA32485	bDEk7vPV	U00465		WBSFASB9-000		1	39.95	39.95					WBSFASB9-000	20090413	2009-04-13 10:26:19	partial				BACKSAVER BELT
WBA32486-1		WBA32486	DTJTcVuF	U00466		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20090413	2009-04-14 08:38:59	shipped				KRIEGER CRUSHER LODEN
WBA32487-1		WBA32487	CiXGIs6L	U00467		WBORSI44K1-62-00		1	55.00	55.00					WBORSI44K1-62-00	20090414	2009-04-20 11:38:03	shipped				BBS FLY SPOOL IV BLACK
WBA32487-2		WBA32487	CiXGIs6L	U00467		WBORSI44KY-62-00		1	45.00	45.00					WBORSI44KY-62-00	20090414	2009-04-20 11:38:03	shipped				BBS FLY SPOOL II BLACK
WBA32488-1		WBA32488	zQMizWIN	U00468		WBSFCTT10-705-50		1	27.95	27.95					WBSFCTT10-705-50	20090415	2009-04-15 06:08:26	pending				3XDRY TATTERSALLSHIRT BLUE XL
WBA32488-2		WBA32488	zQMizWIN	U00468		WBSFCTT10-721-50		1	27.95	27.95					WBSFCTT10-721-50	20090415	2009-04-15 06:08:26	pending				3XDRY TATTERSALLSHIRT GREEN XL
WBA32489-1		WBA32489	DiPcRVSF	U00469		WBSFCGS109-05-30		1	49.95	49.95					WBSFCGS109-05-30	20090415	2009-04-16 11:41:53	partial				GUIDE SHORT BLU M
WBA32490-1		WBA32490	paMFyybo	U00470		WBSFOCG10-744-70		1	349.95	349.95					WBSFOCG10-744-70	20090417	2009-04-17 16:11:37	partial				CLASSIC GUIDE JACKET KHAKI 3XL
WBA32491-1		WBA32491	fnKgpWKw	U00471		WBSFCGT10-882-40		1	27.95	27.95					WBSFCGT10-882-40	20090417	2009-04-18 07:55:14	partial				3XDRY STRETCH CREW GINGER L
WBA32491-2		WBA32491	fnKgpWKw	U00471		WBSFCGT10-713-40		1	27.95	27.95					WBSFCGT10-713-40	20090417	2009-04-18 07:55:14	partial				3XDRY STRETCH CREW LT GREEN L
WBA32491-3		WBA32491	fnKgpWKw	U00471		WBSFCMS109-05-40		1	69.95	69.95					WBSFCMS109-05-40	20090417	2009-04-18 07:55:14	partial				RVSIDE CHECK SHIRT BLU L
WBA32491-4		WBA32491	fnKgpWKw	U00471		WBSFCSS109-05-40		1	59.95	59.95					WBSFCSS109-05-40	20090417	2009-04-18 07:55:14	partial				MICRCHK PKR SHIRT SS BLU L
WBA32492-1		WBA32492	pL6IPT3f	U00472		WBSFARC-60000		1	19.95	19.95					WBSFARC-60000	20090417	2009-04-18 10:48:34	partial				HARD BITE BOOTSTUDS VIBRAM
WBA32493-1		WBA32493	Un8ciQqu	U00473		WBSFHMF108-0200		1	24.95	24.95					WBSFHMF108-0200	20090418	2009-04-18 19:16:21	pending				MICROFIBER CAPSAGE
WBA32494-1		WBA32494	W8oxhZUS	U00474		WBORSI88C3-21-00		1	98.00	98.00					WBORSI88C3-21-00	20090419	2009-04-20 11:53:25	canceled				SHOOTERS GEAR BAG BURGANDY STRAP
WBA32495-1		WBA32495	NYZ8ie72	U00475		WBHHHRMD40		1	699.00	699.00					WBHHHRMD40	20090420	2009-04-22 08:11:57	shipped				Marksman Drifter11ft #5 4pc
WBA32496-1		WBA32496	MvuFBMCT	U00476		WBSG237-590-4		1	236.25	236.25					WBSG237-590-4	20090422	2009-04-23 07:51:53	partial				5904 FLI ROD 4PC 5WT 9ftL
WBA32497-1		WBA32497	4wQNzppR	U00477		WBOR9A3H-00-00		1	16.95	16.95					WBOR9A3H-00-00	20090427	2009-04-27 10:35:59	pending				PEACH TREE IN APPLE ORCHARD
WBA32498-1		WBA32498	are2PmWW	U00478		WBSFSG4109-00-10		1	219.95	219.95					WBSFSG4109-00-10	20090427	2009-04-27 10:46:39	partial				G4 GUIDE BOOT 10
WBA32498-2		WBA32498	are2PmWW	U00478		WBSFARC-60000		1	19.95	19.95					WBSFARC-60000	20090427	2009-04-27 10:46:39	partial				HARD BITE BOOTSTUDS VIBRAM
WBA32499-1		WBA32499	bkkVnh2S	U00479		WBSFSG4109-00-11		1	219.95	219.95					WBSFSG4109-00-11	20090428	2009-04-29 09:15:55	partial				G4 GUIDE BOOT 11
WBA32500-1		WBA32500	mwQj2DSv	U00480		WBSFWWG109-02-22		1	299.95	299.95					WBSFWWG109-02-22	20090430	2009-05-11 14:07:10	partial				WMS HDWTRS STFT SF
WBA32501-1		WBA32501	eKvK4PVL	U00481		WBSFCDY109-30-40		1	24.95	24.95					WBSFCDY109-30-40	20090501	2009-05-01 06:18:20	pending				DEYOUNG PHS SS T WHT L
WBA32502-1		WBA32502	5sC4RCRI	U00482		WBORSI2645-40-53		1	225.00	225.00					WBORSI2645-40-53	20090501	2009-05-01 13:47:50	pending				BATTENKILL DUFFLES-LARGE
WBA32503-1		WBA32503	Pb7grVhh	U00483		WBSFCSH10		1	34.95	34.95					color: , size:	20090501	2009-05-04 12:34:17	partial				3XDRY SUPERLIGHT SHORT
WBA32503-2		WBA32503	Pb7grVhh	U00483		WBSFCBS10-606-60		1	29.95	29.95					WBSFCBS10-606-60	20090501	2009-05-04 12:34:17	partial				WADING TRUNK BLUE XXL
WBA32503-3		WBA32503	Pb7grVhh	U00483		WBSFCSL109-78-60		1	129.95	129.95					WBSFCSL109-78-60	20090501	2009-05-04 12:34:17	partial				ULTRALT SHIRT BLU XXL
WBA32503-4		WBA32503	Pb7grVhh	U00483		WBSFCTR109-39-60		1	69.95	69.95					WBSFCTR109-39-60	20090501	2009-05-04 12:34:17	partial				BLUWTR SHIRT AQU XXL
WBA32504-1		WBA32504	LJTy5GrU	U00484		WBSFCPF1081330		1	31.50	31.50					WBSFCPF1081330	20090503	2009-05-04 13:52:26	partial				3XDRY SOLARFLEX SHIRT LT GREEN M
WBA32505-1		WBA32505	ErCosBPU	U00485		WBSFSN-N10808-12		1	69.95	69.95					WBSFSN-N10808-12	20090504	2009-05-04 13:30:09	partial				FREESTONE BOOT FELT 12
WBA32506-1		WBA32506	EMYcEwbd	U00486		WBORSI44KY-61-00		1	98.00	98.00					WBORSI44KY-61-00	20090504	2009-05-04 12:44:20	pending				BBS FLY REEL II BLACK
WBA32507-1		WBA32507	6HTnivWB	U00487		WBS2ZEP-lz1		1	79.95	79.95					WBS2ZEP-lz1	20090504	2009-05-04 14:13:10	partial				LZ-1
WBA32508-1		WBA32508	975TxC9T	U00488		WBSFCGT10-805-50		1	27.95	27.95					WBSFCGT10-805-50	20090505	2009-05-08 14:01:34	partial				3XDRY STRETCH CREW BLUE XL
WBA32509-1		WBA32509	ipi7YJAA	U00489		WBSFCMS108-21-30		1	69.95	69.95					WBSFCMS108-21-30	20090505	2009-05-06 14:18:59	partial				3XDRY ESSEXSHIRT GREEN M
WBA32510-1		WBA32510	iCwTu6PC	U00490		WBSFARC-50000		1	19.95	19.95					WBSFARC-50000	20090506	2009-05-06 12:16:35	pending				HARD BITE BOOTSTUDS FELT
WBA32511-1		WBA32511	hgWGpZdh	U00491		WBFPBSB-MG		1	129.00	129.00					WBFPBSB-MG	20090507	2009-05-13 13:39:20	partial				BARCELONA STREET BACKPACK - MOSS GREEN
WBA32512-1		WBA32512	mqWkrNQb	U00492		WBSFSH-S41-11		1	99.95	99.95					WBSFSH-S41-11	20090508	2009-05-09 09:54:50	partial				L2WADING BOOTSTUDDED 11
WBA32513-1		WBA32513	ycE5sczD	U00493		WBSFWL210-615-36		1	199.96	199.96					WBSFWL210-615-36	20090509	2009-05-10 07:56:47	partial				L2 STOCKINGFOOT WADER MS
WBA32514-1		WBA32514	ViWTHZUZ	U00494		WBSFCTT10-705-50		1	27.95	27.95					WBSFCTT10-705-50	20090509	2009-05-10 11:47:15	partial				3XDRY TATTERSALLSHIRT BLUE XL
WBA32514-2		WBA32514	ViWTHZUZ	U00494		WBSFCPF10-829-60		1	31.50	31.50					WBSFCPF10-829-60	20090509	2009-05-10 11:47:15	partial				3XDRY SOLARFLEX SHIRT LT BLUE XXL
WBA32514-3		WBA32514	ViWTHZUZ	U00494		WBSFCPS109-17-60		1	39.95	39.95					WBSFCPS109-17-60	20090509	2009-05-10 11:48:14	partial				TROUT POLO DK KHA XXL
WBA32514-4		WBA32514	ViWTHZUZ	U00494		WBSFCPS109-07-60		1	39.95	39.95					WBSFCPS109-07-60	20090509	2009-05-10 11:47:15	partial				TROUT POLO LT KHA XXL
WBA32515-1		WBA32515	eLdakBeW	U00495		WBSFLRS108-43-40		1	129.95	129.95					color: 43, size: 40	20090510	2009-05-10 12:37:37	partial				RIVERSHED SWEATER (NEW FOR FALL 2008), STERLING, L
WBA32515-2		WBA32515	eLdakBeW	U00495		WBSFH8P10-60500		1	19.95	19.95					WBSFH8P10-60500	20090510	2009-05-10 12:37:37	partial				8 PANEL LB CAP BLUE
WBA32516-1		WBA32516	8YK8cY9y	U00496		WBSFCSF209-44-30		1	89.95	89.95					WBSFCSF209-44-30	20090512	2009-05-12 14:20:45	partial				LONGHL PANT KHA M
WBA32516-2		WBA32516	8YK8cY9y	U00496		WBSFCSF209-31-30		1	89.95	89.95					WBSFCSF209-31-30	20090512	2009-05-22 09:27:20	backorder				LONGHL PANT GRY M
WBA32517-1		WBA32517	FRyGLuYS	U00497		WBSFST-S10831-10		1	139.95	139.95					WBSFST-S10831-10	20090514	2009-05-14 01:38:07	pending				RIVERSHED BOOT STUDDED AQUA 10
WBA32518-1		WBA32518	iuscRYzq	U00498		WBSFHFT108-11-40		1	19.95	19.95					WBSFHFT108-11-40	20090516	2009-05-16 20:18:06	pending				FS HALF FINGER GLV  L
WBA32519-1		WBA32519	rgkP3tUY	U00499		WBSFCMS109-05-30		1	69.95	69.95					WBSFCMS109-05-30	20090517	2009-05-18 11:09:36	partial				RVSIDE CHECK SHIRT BLU M
WBA32519-2		WBA32519	rgkP3tUY	U00499		WBSFCLT109-21-30		1	39.95	39.95					WBSFCLT109-21-30	20090517	2009-05-18 11:09:36	partial				TOURNY SHIRT GRN M
WBA32519-3		WBA32519	rgkP3tUY	U00499		WBSFCLT109-44-30		1	39.95	39.95					WBSFCLT109-44-30	20090517	2009-05-18 11:09:36	partial				TOURNY SHIRT KHA M
WBA32520-1		WBA32520	bwuQ2kaV	U00500		WBSFCGWD-ML		1	199.95	199.95					WBSFCGWD-ML	20090518	2009-05-18 12:17:47	pending				Classic Guide Waders ML
WBA32521-1		WBA32521	xMFU34sZ	U00501		WBSFWBE-L-07-20-08		1	299.95	299.95					WBSFWBE-L-07-20-08	20090520	2009-05-20 08:38:36	pending				EXSTREAM BOOTFOOTS S 8 LUG
WBA32521-2		WBA32521	xMFU34sZ	U00501		WBSFWBE-L-07-30-09		1	299.95	299.95					WBSFWBE-L-07-30-09	20090520	2009-05-20 08:38:36	pending				EXSTREAM BOOTFOOTS M 9 LUG
WBA32521-3		WBA32521	xMFU34sZ	U00501		WBSFWBE-L-07-37-10		1	299.95	299.95					WBSFWBE-L-07-37-10	20090520	2009-05-20 08:38:36	pending				EXSTREAM BOOTFOOTS MK 10 LUG
WBA32521-4		WBA32521	xMFU34sZ	U00501		WBSFWBE-L-07-37-09		1	299.95	299.95					WBSFWBE-L-07-37-09	20090520	2009-05-20 08:38:36	pending				EXSTREAM BOOTFOOTS MK 9 LUG
WBA32521-5		WBA32521	xMFU34sZ	U00501		WBSFWBE-L-07-30-08		1	299.95	299.95					WBSFWBE-L-07-30-08	20090520	2009-05-20 08:38:36	pending				EXSTREAM BOOTFOOTS M 8 LUG
WBA32522-1		WBA32522	WANKkBPE	U00502		WBSFST-B10900-14		1	179.95	179.95					sole: B10900, size: 14	20090520	2009-05-20 12:46:04	partial				RIVERSHED BOOT VIBRAM 14
WBA32522-2		WBA32522	WANKkBPE	U00502		WBSFHIS109-31-50		2	19.95	39.90					WBSFHIS109-31-50	20090520	2009-05-20 12:46:04	partial				WDG SOCK XL
WBA32522-3		WBA32522	WANKkBPE	U00502		WBS2ZEP-zepher		1	85.95	85.95					WBS2ZEP-zepher	20090520	2009-05-20 12:53:40	partial				ZEPHYR
WBA32523-1		WBA32523	QLimZWQW	U00503		WBSFASG4140		1	14.95	14.95					WBSFASG4140	20090522	2009-05-30 10:33:16	shipped				SUNGLOVES TAN L
WBA32524-1		WBA32524	GmSFzav7	U00504		WBSFWBE-L-07-50-12		1	299.95	299.95					WBSFWBE-L-07-50-12	20090522	2009-05-25 15:28:17	pending				EXSTREAM BOOTFOOTS XL 12 LUG
WBA32525-1		WBA32525	KJerPHPa	U00505		WBSFCST509-30-50		1	29.95	29.95					WBSFCST509-30-50	20090524	2009-05-25 15:27:26	pending				STIDHAM TARPON LS T  WHT XL
WBA32526-1		WBA32526	Ch4im7XD	U00506		WBSFASG4140		1	14.95	14.95					WBSFASG4140	20090524	2009-05-25 15:28:00	pending				SUNGLOVES TAN L
WBA32527-1		WBA32527	kRCmEaiE	U00507		WBSFASC-4140		1	19.95	19.95					WBSFASC-4140	20090525	2009-05-25 13:27:38	partial				SUNCLAVA TAN
WBA32528-1		WBA32528	kYbIDrJn	U00508		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20090526	2009-06-02 11:34:31	partial				KRIEGER CRUSHER LODEN
WBA32529-1		WBA32529	B2L4Tt2r	U00509		WBSFPHH109-64-00		1	79.95	79.95					WBSFPHH109-64-00	20090526	2009-06-09 09:09:40	shipped				HDWTRS CHEST/HIP PK
WBA32530-1		WBA32530	QStqMFzD	U00510		WBSFCPS10-705-60		1	27.95	27.95					WBSFCPS10-705-60	20090530	2009-05-30 09:23:30	pending				3XDRY TROUT POLO BLUE XXL
WBA32530-2		WBA32530	QStqMFzD	U00510		WBSFCWR10-812-40		1	41.95	41.95					WBSFCWR10-812-40	20090530	2009-05-30 09:23:30	pending				W'S 3XDRY CTNWDSHIRT CONCH L
WBA32530-3		WBA32530	QStqMFzD	U00510		WBSFCVG1070760		1	41.95	41.95					WBSFCVG1070760	20090530	2009-05-30 09:23:30	pending				3XDRY RIVERTEK SHIRT LT KHAKI XXL
WBA32531-1		WBA32531	mpkT6yWC	U00511		WBORSI40C7-61-15		1	89.00	89.00					WBORSI40C7-61-15	20090530	2009-06-02 09:32:37	shipped				BBS FLY REEL I TITANIUM
WBA32532-1		WBA32532	nbuhAmNz	U00512		WBORSI40C7-61-15		1	89.00	89.00					WBORSI40C7-61-15	20090531	2009-06-02 10:51:28	shipped				BBS FLY REEL I TITANIUM
WBA32533-1		WBA32533	xnoMVirI	U00513		WBS2ZEP-zepher		1	85.95	85.95					WBS2ZEP-zepher	20090531	2009-06-01 15:47:59	partial				ZEPHYR
WBA32534-1		WBA32534	Yx4JwncW	U00514		WBSFCLT109-05-40		1	39.95	39.95					WBSFCLT109-05-40	20090531	2009-06-02 11:26:30	partial				TOURNY SHIRT BLU L
WBA32534-2		WBA32534	Yx4JwncW	U00514		WBSFCMS108-80-40		1	69.95	69.95					WBSFCMS108-80-40	20090531	2009-06-02 11:26:30	partial				3XDRY ESSEXSHIRT ORNG L
WBA32534-3		WBA32534	Yx4JwncW	U00514		WBSFSL20-400		1	2.95	2.95					WBSFSL20-400	20090531	2009-06-02 11:26:30	partial				REPLACEMENT LACES
WBA32535-1		WBA32535	sALg8tes	U00515		WBSFLMT10-811-60		1	49.95	49.95					WBSFLMT10-811-60	20090531	2009-06-05 06:50:49	partial				WADERWICK FLEECE TOP BLACK XXL
WBA32536-1		WBA32536	ILGVX9mr	U00516		WBSFCRT109-61-50		1	29.95	29.95					WBSFCRT109-61-50	20090601	2009-06-02 11:12:26	partial				RVR TRUNK OLV XL
WBA32536-2		WBA32536	ILGVX9mr	U00516		WBSFCRT109-44-50		1	29.95	29.95					WBSFCRT109-44-50	20090601	2009-06-02 11:12:26	partial				RVR TRUNK STN XL
WBA32537-1		WBA32537	GwADiJa2	U00517		WBSFLSP1086440		2	99.95	199.90					WBSFLSP1086440	20090601	2009-06-05 07:31:00	backorder				GUIDE FLEECE PANT COAL L
WBA32537-2		WBA32537	GwADiJa2	U00517		WBSFULTI10-520-50		1	69.95	69.95					WBSFULTI10-520-50	20090601	2009-06-05 07:31:00	backorder				RIVERTEK MWT ZIP TOP COAL/LT GREEN XL
WBA32537-3		WBA32537	GwADiJa2	U00517		WBSFLP-564-40		2	69.95	139.90					WBSFLP-564-40	20090601	2009-06-05 07:31:00	backorder				RIVERTEK MWT BOTTOM COAL L
WBA32537-4		WBA32537	GwADiJa2	U00517		WBSFLGT1080-35-50		1	99.95	99.95					color: 35, size: 50	20090601	2009-06-02 10:57:18	partial				GUIDE TOP XL
WBA32538-1		WBA32538	oHEhPvxj	U00518		WBSFSSF-44-12		1	59.95	59.95					WBSFSSF-44-12	20090602	2009-06-02 22:52:20	pending				RIVERSANDAL 12
WBA32539-1		WBA32539	2g2dGy7K	U00519		WBSFRA-508-50		1	99.95	99.95					color: 508, size: 50	20090605	2009-06-05 12:45:08	pending				IN-VEST JACKET TAN XL
WBA32540-1		WBA32540	PYS8e3T2	U00520		WBSFSN-N10808-14		1	69.95	69.95					WBSFSN-N10808-14	20090606	2009-06-08 10:48:23	partial				FREESTONE BOOT FELT 14
WBA32541-1		WBA32541	zDVKjup2	U00521		WBSFCDY109-30-50		1	24.95	24.95					WBSFCDY109-30-50	20090607	2009-06-08 14:04:29	partial				DEYOUNG PHS SS T WHT XL
WBA32541-2		WBA32541	zDVKjup2	U00521		WBSFCSE10-830-50		1	29.95	29.95					WBSFCSE10-830-50	20090607	2009-06-08 14:04:29	partial				STRIPED BASS T-SHIRT LS WHITE XL
WBA32542-1		WBA32542	YKo5Xppd	U00522		WBSFCTT10-721-40		1	27.95	27.95					WBSFCTT10-721-40	20090607	2009-06-08 08:20:56	shipped				3XDRY TATTERSALLSHIRT GREEN L
WBA32542-2		WBA32542	YKo5Xppd	U00522		WBSFCSW10-813-40		1	34.95	34.95					WBSFCSW10-813-40	20090607	2009-06-08 08:20:56	shipped				3XDRY TARPON POLO LT GREEN L
WBA32543-1		WBA32543	vbV7vQCh	U00523		WBSFCGT10-882-50		1	27.95	27.95					WBSFCGT10-882-50	20090607	2009-06-09 10:23:01	partial				3XDRY STRETCH CREW GINGER XL
WBA32544-1		WBA32544	G9GgnerX	U00524		WBSFRTBD-7		1	49.95	49.95					WBSFRTBD-7	20090607	2009-06-08 12:02:01	shipped				Rivertek Boot Felt Size 7
WBA32544-2		WBA32544	G9GgnerX	U00524		WBSFSH-S41-10		1	99.95	99.95					WBSFSH-S41-10	20090607	2009-06-08 12:02:01	shipped				L2WADING BOOTSTUDDED 10
WBA32545-1		WBA32545	YvvHN4tp	U00525		WBSFCPF10-854-60		1	31.50	31.50					WBSFCPF10-854-60	20090608	2009-06-16 06:54:16	partial				3XDRY SOLARFLEX SHIRT WHITE XXL
WBA32546-1		WBA32546	KmgCZZsJ	U00526		WBSFVHM109-08-30		1	99.95	99.95					WBSFVHM109-08-30	20090608	2009-06-09 08:45:04	partial				HDWTRS MESH VEST GUN M
WBA32547-1		WBA32547	X6VvqacE	U00527		WBSFCTT10-721-40		1	27.95	27.95					WBSFCTT10-721-40	20090608	2009-06-09 09:13:01	partial				3XDRY TATTERSALLSHIRT GREEN L
WBA32548-1		WBA32548	yIoaWbRP	U00528		WBSFLMB10-811-30		1	49.95	49.95					WBSFLMB10-811-30	20090609	2009-06-09 12:12:31	partial				WADERWICK FLEECE PANT BLACK M
WBA32549-1		WBA32549	cWQmNpN2	U00529		WBSFLWC10-813-50		1	29.95	29.95					color: 813, size: 50	20090609	2009-06-10 14:12:04	partial				WADERWICK CREW TOP LT GREEN XL
WBA32549-2		WBA32549	cWQmNpN2	U00529		WBSFLWC10-811-40		1	29.95	29.95					color: 811, size: 40	20090609	2009-06-10 14:12:04	partial				WADERWICK CREW TOP BLACK L
WBA32550-1		WBA32550	NWd6I6BJ	U00530		WBSFG3B-14		1	129.95	129.95					WBSFG3B-14	20090610	2009-06-11 08:30:06	partial				G3 Guide Boot Felt 14
WBA32551-1		WBA32551	SVh7pmdr	U00531		WBSFWHP109-02-40		1	249.95	249.95					WBSFWHP109-02-40	20090612	2009-06-13 06:55:05	partial				HDWTRS PANT L
WBA32552-1		WBA32552	RJYPWABQ	U00532		WBORSI117K-40-00		1	169.00	169.00					WBORSI117K-40-00	20090613	2009-06-13 14:00:14	pending				BATTENKILL ROLLING GOLF BAG COVER
WBA32553-1		WBA32553	8QzaxJab	U00533		WBORSI2645-40-52		1	198.00	198.00					WBORSI2645-40-52	20090614	2009-06-14 19:12:24	pending				BATTENKILL DUFFLES-MEDIUM
WBA32554-1		WBA32554	5oqw7bpT	U00534		WBSFHKC108-0300		1	19.95	19.95					WBSFHKC108-0300	20090615	2009-06-16 12:04:05	partial				KRIEGER CRUSHER LODEN
WBA32555-1		WBA32555	onikZVHG	U00535		WBSFCTR10-805-30		1	48.95	48.95					WBSFCTR10-805-30	20090615	2009-06-16 13:47:45	partial				3XDRY BLUEWATERSHIRT BLUE M
WBA32556-1		WBA32556	96eWKuDp	U00536		WBSFWBE-L-07-50-14		1	299.95	299.95					WBSFWBE-L-07-50-14	20090616	2009-06-18 09:18:05	shipped				EXSTREAM BOOTFOOTS XL 14 LUG
WBA32557-1		WBA32557	S4AIphyk	U00537		WBSFCMS109-05-50		1	69.95	69.95					WBSFCMS109-05-50	20090617	2009-06-18 08:44:13	partial				RVSIDE CHECK SHIRT BLU XL
WBA32557-2		WBA32557	S4AIphyk	U00537		WBSFCMS109-21-50		1	69.95	69.95					WBSFCMS109-21-50	20090617	2009-06-18 08:44:13	partial				RVSIDE CHECK SHIRT GRN XL
WBA32558-1		WBA32558	H2NpKd6T	U00538		WBSFOPJ10-770-50		1	214.95	214.95					WBSFOPJ10-770-50	20090617	2009-06-18 09:31:14	partial				PACLITE JACKET SMK/GRN XL
WBA32559-1		WBA32559	hWx7GvC3	U00539		WBORSI9L98-40-00		1	198.00	198.00					WBORSI9L98-40-00	20090618	2009-06-18 12:12:07	pending				BATTENKILL EXTRA-CAPACITY BRIEFCASE
WBA32560-1		WBA32560	ymfX5SZW	U00540		WBSFWBE-L-07-40-11		1	299.95	299.95					WBSFWBE-L-07-40-11	20090621	2009-06-24 09:53:50	pending				EXSTREAM BOOTFOOTS L 11 LUG
WBA32561-1		WBA32561	wRiqiJin	U00541		WBSFCMS108-80-60		1	69.95	69.95					WBSFCMS108-80-60	20090621	2009-07-01 12:27:36	shipped				3XDRY ESSEXSHIRT ORNG XXL
WBA32562-1		WBA32562	AI2VbVQj	U00542		WBSFCVG10-781-30		1	41.95	41.95					WBSFCVG10-781-30	20090623	2009-06-25 09:17:18	partial				3XDRY RIVERTEK SHIRT LT BLUE M
WBA32563-1		WBA32563	nKqbR6Dy	U00543		WBSFSN-N10808-12		1	69.95	69.95					WBSFSN-N10808-12	20090623	2009-06-23 10:20:03	pending				FREESTONE BOOT FELT 12
WBA32564-1		WBA32564	8qVtTwPG	U00544		WBSFWGV107-43-47		1	699.95	699.95					WBSFWGV107-43-47	20090624	2009-07-01 12:10:47	shipped				G4 GUIDE STOCKINGFOOT LK
WBA32565-1		WBA32565	sygrAZti	U00545		WBSFSN-B10900-10		1	129.95	129.95					WBSFSN-B10900-10	20090625	2009-07-01 12:11:25	shipped				FREESTONE BOOT VIBRAM 10
WBA32565-2		WBA32565	sygrAZti	U00545		WBSFCWP10-807-50		1	41.95	41.95					WBSFCWP10-807-50	20090625	2009-07-01 12:11:25	shipped				W'S SUPERLIGHT ZO PANT LT KHAKI XL
WBA32565-3		WBA32565	sygrAZti	U00545		WBSFHWC10-82000		2	19.95	39.90					WBSFHWC10-82000	20090625	2009-07-01 12:11:25	canceled				WAXED CANVAS CAP BROWN
WBA32565-4		WBA32565	sygrAZti	U00545		WBSFCTR109-39-50		1	69.95	69.95					WBSFCTR109-39-50	20090625	2009-07-01 12:11:25	shipped				BLUWTR SHIRT AQU XL
WBA32565-5		WBA32565	sygrAZti	U00545		WBSFHWC109-20-00		1	19.95	19.95					WBSFHWC109-20-00	20090625	2009-07-01 12:11:25	shipped				WAXED CANVAS CAP BRN
WBA32565-6		WBA32565	sygrAZti	U00545		WBSFH4C109-06-00		1	14.95	14.95					WBSFH4C109-06-00	20090625	2009-07-01 12:11:25	shipped				406 CANVAS CAP NVY
WBA32565-7		WBA32565	sygrAZti	U00545		WBSFVHM109-08-50		1	99.95	99.95					WBSFVHM109-08-50	20090625	2009-07-01 12:11:25	shipped				HDWTRS MESH VEST GUN XL
WBA32565-8		WBA32565	sygrAZti	U00545		WBSFHTR107-8000		1	14.95	14.95					WBSFHTR107-8000	20090625	2009-07-01 12:11:25	shipped				TRUCKER CAPSIMMS ORANGE
